decimalLatitude decimalLongitude scientificName
8.35 -75.1 "Buteogallus urubitinga"
9.5833 -75.6667 "Buteogallus urubitinga"
6.0833 -77.416092 "Buteogallus anthracinus"
8.2831 -76.9667 "Buteogallus anthracinus"
6.219 -77.408 "Buteogallus anthracinus"
11.0558 -73.3548 "Buteogallus anthracinus"
9.5833 -75.6667 "Buteogallus anthracinus"
6.0 -77.35 "Buteogallus anthracinus"
6.0833 -77.416092 "Buteogallus anthracinus"
9.5833 -75.6667 "Buteogallus anthracinus"
11.100801 -72.692031 "Buteogallus anthracinus"
6.219 -77.408 "Leucopternis albicollis"
11.311238 -73.943964 "Leucopternis albicollis"
6.031 -77.270536 "Leucopternis albicollis"
2.5333 -76.95 "Leucopternis semiplumbeus"
5.3 -75.8833 "Leucopternis princeps"
1.833 -77.9167 "Leucopternis princeps"
3.8256 -76.5253 "Leucopternis plumbeus"
4.0833 -72.9833 "Geranospiza caerulescens"
8.56735 -76.8177 "Geranospiza caerulescens"
9.5833 -75.6667 "Geranospiza caerulescens"
9.5833 -75.6667 "Geranospiza caerulescens"
9.5833 -75.6667 "Geranospiza caerulescens"
9.5833 -75.6667 "Geranospiza caerulescens"
11.0558 -73.3548 "Accipiter bicolor"
5.9166 -75.6833 "Accipiter bicolor"
6.031 -77.270536 "Accipiter ventralis"
8.35 -75.1 "Herpetotheres cachinnans"
7.08247 -75.156233 "Herpetotheres cachinnans"
7.0302 -75.5905 "Herpetotheres cachinnans"
6.77417 -74.51783 "Herpetotheres cachinnans"
6.8783 -71.0456 "Herpetotheres cachinnans"
9.247451 -74.427503 "Herpetotheres cachinnans"
6.9744 -71.0156 "Herpetotheres cachinnans"
6.48886 -74.4739 "Herpetotheres cachinnans"
5.6333 -75.6833 "Herpetotheres cachinnans"
9.5833 -75.6667 "Herpetotheres cachinnans"
3.8927 -76.4975 "Herpetotheres cachinnans"
6.0833 -77.416092 "Herpetotheres cachinnans"
9.5833 -75.6667 "Herpetotheres cachinnans"
8.3833 -77.1166 "Herpetotheres cachinnans"
6.525 -75.2667 "Herpetotheres cachinnans"
10.965321 -72.75965 "Herpetotheres cachinnans"
8.3666 -77.1 "Milvago chimachima"
5.933616 -75.66684 "Milvago chimachima"
8.35 -75.1 "Milvago chimachima"
7.6166 -76.9667 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
6.47754 -75.227654 "Milvago chimachima"
6.8564 -75.8689 "Milvago chimachima"
9.792864 -75.844686 "Milvago chimachima"
6.77417 -74.51783 "Milvago chimachima"
5.75 -74.25 "Milvago chimachima"
6.9166 -70.9666 "Milvago chimachima"
9.247451 -74.427503 "Milvago chimachima"
5.975 -75.7083 "Milvago chimachima"
5.5833 -75.8333 "Milvago chimachima"
5.083 -75.5 "Milvago chimachima"
10.1233 -75.4217 "Milvago chimachima"
6.97633 -75.77775 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
8.1233 -75.4217 "Milvago chimachima"
5.96731 -74.96328 "Milvago chimachima"
7.9666 -75.4 "Milvago chimachima"
5.7166 -75.9 "Milvago chimachima"
1.0333 -76.630067 "Milvago chimachima"
11.311238 -73.943964 "Milvago chimachima"
6.56 -75.8266 "Milvago chimachima"
6.0167 -75.45 "Milvago chimachima"
3.444398 -76.564295 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
5.83383 -74.86769 "Milvago chimachima"
10.409072 -74.402529 "Milvago chimachima"
5.916678 -75.75855 "Milvago chimachima"
6.4333 -75.3333 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
8.35 -75.1 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
4.4666 -72.55 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
9.5833 -75.6667 "Milvago chimachima"
6.966806 -75.429117 "Milvago chimachima"
6.966806 -75.429117 "Milvago chimachima"
11.167716 -72.535299 "Milvago chimachima"
6.2 -71.9333 "Caracara plancus"
5.933616 -75.66684 "Caracara plancus"
11.005915 -74.683398 "Caracara plancus"
8.35 -75.1 "Caracara plancus"
9.5833 -75.6667 "Caracara plancus"
6.0 -75.8166 "Caracara plancus"
9.5833 -75.6667 "Caracara plancus"
6.9166 -70.9666 "Caracara plancus"
6.218977 -75.59 "Caracara plancus"
6.469824 -75.332517 "Caracara plancus"
6.2166 -75.5 "Caracara plancus"
5.083 -75.5 "Caracara plancus"
7.4666 -74.9 "Caracara plancus"
5.094503 -75.533589 "Caracara plancus"
6.48886 -74.4739 "Caracara plancus"
5.35 -72.3833 "Caracara plancus"
6.4403 -75.6066 "Caracara plancus"
11.311238 -73.943964 "Caracara plancus"
9.5833 -75.6667 "Caracara plancus"
11.311238 -73.943964 "Caracara plancus"
6.166667 -75.551666 "Caracara plancus"
6.966806 -75.429117 "Caracara plancus"
10.409072 -74.402529 "Caracara plancus"
7.48476 -74.867996 "Caracara plancus"
7.9666 -75.4 "Caracara plancus"
6.218977 -75.59 "Caracara plancus"
4.310873 -72.073758 "Caracara plancus"
6.5 -75.75 "Caracara plancus"
11.42821 -73.09122 "Caracara plancus"
9.5833 -75.6667 "Caracara plancus"
9.5833 -75.6667 "Caracara plancus"
11.167716 -72.535299 "Caracara plancus"
6.20786 -75.7341 "Falco femoralis"
5.35 -72.3833 "Falco femoralis"
10.409072 -74.402529 "Falco femoralis"
8.35 -75.1 "Falco femoralis"
8.35 -75.1 "Ibycter americanus"
7.0302 -75.5905 "Ibycter americanus"
2.562833 -72.5666 "Ibycter americanus"
10.409072 -74.402529 "Ibycter americanus"
-0.05 -75.2167 "Daptrius ater"
1.1333 -76.2667 "Micrastur ruficollis"
6.1258 -75.8489 "Micrastur ruficollis"
1.9 -77.85 "Micrastur ruficollis"
1.1333 -76.2667 "Micrastur gilvicollis"
3.38 -74.04 "Micrastur gilvicollis"
6.031 -77.270536 "Micrastur semitorquatus"
3.38 -74.04 "Micrastur semitorquatus"
8.35 -75.1 "Falco rufigularis"
10.611085 -73.493517 "Falco rufigularis"
5.5833 -74.9167 "Falco rufigularis"
5.9166 -75.6833 "Falco rufigularis"
5.6333 -75.6833 "Falco rufigularis"
10.795717 -73.634649 "Falco rufigularis"
11.311238 -73.943964 "Falco rufigularis"
6.4706 -75.7331 "Falco rufigularis"
6.4706 -75.7331 "Falco rufigularis"
4.4666 -72.55 "Falco rufigularis"
11.005915 -74.683398 "Falco peregrinus"
8.56735 -76.8177 "Falco peregrinus"
3.0167 -76.4833 "Falco peregrinus"
8.6667 -77.3667 "Falco peregrinus"
4.9166 -74.1 "Falco columbarius"
4.15 -74.4 "Falco columbarius"
11.0558 -73.3548 "Falco columbarius"
12.539565 -81.706192 "Falco columbarius"
12.1666 -71.3333 "Falco columbarius"
6.0167 -75.45 "Falco sparverius"
7.05 -75.8666 "Falco sparverius"
11.005915 -74.683398 "Falco sparverius"
5.2664 -75.15 "Falco sparverius"
8.35 -75.1 "Falco sparverius"
9.5833 -75.6667 "Falco sparverius"
3.8927 -76.4975 "Falco sparverius"
4.65 -74.3333 "Falco sparverius"
7.0625 -70.7981 "Falco sparverius"
6.58664 -76.24167 "Falco sparverius"
4.758699 -75.541833 "Falco sparverius"
6.8783 -71.0456 "Falco sparverius"
4.730469 -74.348623 "Falco sparverius"
5.04 -76.0833 "Falco sparverius"
4.8667 -76.3 "Falco sparverius"
3.8333 -76.7166 "Falco sparverius"
5.094503 -75.533589 "Falco sparverius"
8.56735 -76.8177 "Falco sparverius"
6.9166 -75.8333 "Falco sparverius"
3.869999 -76.389999 "Falco sparverius"
4.6666 -75.6666 "Falco sparverius"
6.77417 -74.51783 "Falco sparverius"
5.2525 -67.8661 "Falco sparverius"
5.35 -72.3833 "Falco sparverius"
12.539565 -81.706192 "Falco sparverius"
4.9666 -75.6 "Falco sparverius"
4.6167 -75.45 "Falco sparverius"
10.326877 -75.403892 "Falco sparverius"
4.8417 -76.025 "Falco sparverius"
3.743463 -77.031489 "Falco sparverius"
4.679711 -75.8333 "Falco sparverius"
6.495603 -75.302086 "Falco sparverius"
9.5833 -75.6667 "Falco sparverius"
11.42821 -73.09122 "Falco sparverius"
10.409072 -74.402529 "Falco sparverius"
3.35 -75.1833 "Falco sparverius"
5.054595 -75.495678 "Falco sparverius"
9.5833 -75.6667 "Falco sparverius"
9.5833 -75.6667 "Falco sparverius"
8.35 -75.1 "Falco sparverius"
6.295622 -75.228251 "Falco sparverius"
7.08247 -75.156233 "Falco sparverius"
5.9166 -75.6833 "Falco sparverius"
9.5833 -75.6667 "Falco sparverius"
6.1672 -75.58325 "Falco sparverius"
11.156722 -72.616194 "Falco sparverius"
9.5833 -75.6667 "Tachybaptus dominicus"
4.730469 -74.348623 "Tachybaptus dominicus"
3.516647 -76.341293 "Tachybaptus dominicus"
6.48886 -74.4739 "Tachybaptus dominicus"
9.5833 -75.6667 "Tachybaptus dominicus"
9.5833 -75.6667 "Tachybaptus dominicus"
4.5166 -74.45 "Tachybaptus dominicus"
11.005915 -74.683398 "Podilymbus podiceps"
4.403948 -76.15979 "Podilymbus podiceps"
6.20786 -75.7341 "Podilymbus podiceps"
4.8666 -73.8666 "Podilymbus podiceps"
5.094503 -75.533589 "Podilymbus podiceps"
3.869999 -76.389999 "Podilymbus podiceps"
4.770775 -74.068955 "Podilymbus podiceps"
12.547282 -81.71096 "Podilymbus podiceps"
6.966806 -75.429117 "Podilymbus podiceps"
11.3166 -73.15002 "Podilymbus podiceps"
6.966806 -75.429117 "Podilymbus podiceps"
2.962647 -78.197282 "Phaethon aethereus"
11.311238 -73.943964 "Sula dactylatra"
5.8667 -77.2997 "Sula nebouxii"
2.962647 -78.197282 "Sula nebouxii"
12.547282 -81.71096 "Sula sula"
6.0 -77.35 "Sula leucogaster"
12.547282 -81.71096 "Sula leucogaster"
6.0 -77.35 "Sula leucogaster"
8.35 -75.1 "Anhinga anhinga"
9.5833 -75.6667 "Anhinga anhinga"
1.8166 -78.7666 "Anhinga anhinga"
9.5833 -75.6667 "Anhinga anhinga"
6.9744 -71.0156 "Anhinga anhinga"
9.5833 -75.6667 "Anhinga anhinga"
5.2525 -67.8661 "Anhinga anhinga"
6.76727 -75.78377 "Anhinga anhinga"
1.8166 -78.7666 "Anhinga anhinga"
9.5833 -75.6667 "Anhinga anhinga"
6.966806 -75.429117 "Anhinga anhinga"
6.0833 -77.416092 "Phalacrocorax brasilianus"
11.005915 -74.683398 "Phalacrocorax brasilianus"
8.095106 -76.732407 "Phalacrocorax brasilianus"
8.35 -75.1 "Phalacrocorax brasilianus"
10.938944 -74.730248 "Phalacrocorax brasilianus"
1.8166 -78.7666 "Phalacrocorax brasilianus"
7.0625 -70.7981 "Phalacrocorax brasilianus"
2.962647 -78.197282 "Phalacrocorax brasilianus"
9.5833 -75.6667 "Phalacrocorax brasilianus"
9.5833 -75.6667 "Phalacrocorax brasilianus"
11.311238 -73.943964 "Phalacrocorax brasilianus"
12.539565 -81.706192 "Phalacrocorax brasilianus"
9.5833 -75.6667 "Phalacrocorax brasilianus"
5.2525 -67.8661 "Phalacrocorax brasilianus"
6.0 -77.35 "Phalacrocorax brasilianus"
11.2666 -73.3833 "Phalacrocorax brasilianus"
2.65 -78.3333 "Phalacrocorax brasilianus"
9.1166 -74.6 "Phalacrocorax brasilianus"
9.5833 -75.6667 "Phalacrocorax brasilianus"
9.5833 -75.6667 "Phalacrocorax brasilianus"
9.5833 -75.6667 "Phalacrocorax brasilianus"
9.5833 -75.6667 "Phalacrocorax brasilianus"
4.5166 -74.45 "Phalacrocorax brasilianus"
8.35 -75.1 "Phalacrocorax brasilianus"
9.5833 -75.6667 "Ardea cocoi"
9.5833 -75.6667 "Ardea cocoi"
5.3333 -74.7333 "Ardea cocoi"
6.77417 -74.51783 "Ardea cocoi"
-0.59937 -72.398646 "Ardea cocoi"
2.562833 -72.5666 "Ardea cocoi"
5.6667 -74.7833 "Ardea cocoi"
8.35 -75.1 "Ardea cocoi"
6.47413 -74.420823 "Ardea cocoi"
4.247303 -76.114683 "Ardea cocoi"
7.9666 -75.4 "Ardea cocoi"
4.310873 -72.073758 "Ardea cocoi"
8.35 -75.1 "Ardea cocoi"
6.966806 -75.429117 "Ardea cocoi"
11.005915 -74.683398 "Tigrisoma lineatum"
9.5833 -75.6667 "Tigrisoma lineatum"
5.75 -74.25 "Tigrisoma lineatum"
9.2333 -75.8167 "Tigrisoma lineatum"
10.1233 -75.4217 "Tigrisoma lineatum"
7.666667 -77.093123 "Tigrisoma lineatum"
10.409072 -74.402529 "Tigrisoma lineatum"
3.38 -74.04 "Tigrisoma lineatum"
8.35 -75.1 "Tigrisoma lineatum"
9.2333 -75.8167 "Tigrisoma fasciatum"
3.76667 -77.10833 "Tigrisoma fasciatum"
9.5833 -75.6667 "Tigrisoma fasciatum"
4.9166 -74.1 "Nycticorax nycticorax"
4.9166 -74.1 "Nycticorax nycticorax"
8.35 -75.1 "Nycticorax nycticorax"
2.562833 -72.5666 "Nycticorax nycticorax"
8.35 -75.1 "Nycticorax nycticorax"
4.05 -73.15 "Nycticorax nycticorax"
12.539565 -81.706192 "Nycticorax nycticorax"
6.966806 -75.429117 "Nycticorax nycticorax"
4.726135 -75.887448 "Nycticorax nycticorax"
8.35 -75.1 "Nycticorax nycticorax"
8.35 -75.1 "Nyctanassa violacea"
9.2333 -75.8167 "Nyctanassa violacea"
12.547282 -81.71096 "Nyctanassa violacea"
9.5833 -75.6667 "Nyctanassa violacea"
6.0 -77.35 "Nyctanassa violacea"
11.42821 -73.09122 "Nyctanassa violacea"
9.5833 -75.6667 "Nyctanassa violacea"
8.35 -75.1 "Nyctanassa violacea"
6.0 -77.35 "Nyctanassa violacea"
8.56735 -76.8177 "Butorides virescens"
12.547282 -81.71096 "Butorides virescens"
12.539565 -81.706192 "Butorides virescens"
9.5833 -75.6667 "Butorides virescens"
4.247303 -76.114683 "Butorides striata"
6.68 -75.1833 "Butorides striata"
10.742869 -74.9833 "Butorides striata"
4.9166 -74.1 "Butorides striata"
4.9166 -74.1 "Butorides striata"
8.35 -75.1 "Butorides striata"
6.8564 -75.8689 "Butorides striata"
4.796915 -76.0822 "Butorides striata"
5.75 -74.25 "Butorides striata"
6.9166 -70.9666 "Butorides striata"
6.966806 -75.429117 "Butorides striata"
9.2333 -75.8167 "Butorides striata"
9.4166 -75.702298 "Butorides striata"
2.562833 -72.5666 "Butorides striata"
6.966806 -75.429117 "Butorides striata"
6.2914 -75.5361 "Butorides striata"
4.7531 -74.1316 "Butorides striata"
5.644 -74.5317 "Butorides striata"
5.35 -72.3833 "Butorides striata"
5.6667 -74.7833 "Butorides striata"
6.1497 -75.2972 "Butorides striata"
8.6667 -77.3667 "Butorides striata"
9.5833 -75.6667 "Butorides striata"
-0.05 -75.2167 "Butorides striata"
6.68 -75.1833 "Butorides striata"
6.966806 -75.429117 "Butorides striata"
3.8927 -76.4975 "Butorides striata"
9.5833 -75.6667 "Butorides striata"
5.916678 -75.75855 "Butorides striata"
2.65 -78.3333 "Butorides striata"
3.38 -74.04 "Butorides striata"
9.5833 -75.6667 "Butorides striata"
6.966806 -75.429117 "Butorides striata"
9.5833 -75.6667 "Butorides striata"
9.5833 -75.6667 "Butorides striata"
6.68 -75.1833 "Butorides striata"
6.525 -75.2667 "Butorides striata"
6.966806 -75.429117 "Butorides striata"
11.100801 -72.692031 "Butorides striata"
6.2 -71.9333 "Ardea alba"
5.933616 -75.66684 "Ardea alba"
4.9166 -74.1 "Ardea alba"
8.2831 -76.9667 "Ardea alba"
8.35 -75.1 "Ardea alba"
8.35 -75.1 "Ardea alba"
9.5833 -75.6667 "Ardea alba"
7.0625 -70.7981 "Ardea alba"
4.733481 -74.142728 "Ardea alba"
9.2333 -75.8167 "Ardea alba"
8.56735 -76.8177 "Ardea alba"
10.1233 -75.4217 "Ardea alba"
9.5833 -75.6667 "Ardea alba"
4.876282 -73.898693 "Ardea alba"
10.4166 -75.55 "Ardea alba"
5.6667 -74.7833 "Ardea alba"
12.539565 -81.706192 "Ardea alba"
1.0833 -77.15 "Ardea alba"
11.311238 -73.943964 "Ardea alba"
7.666667 -77.093123 "Ardea alba"
5.2525 -67.8661 "Ardea alba"
6.503628 -75.744895 "Ardea alba"
11.2666 -73.3833 "Ardea alba"
9.5833 -75.6667 "Ardea alba"
9.5833 -75.6667 "Ardea alba"
9.5833 -75.6667 "Ardea alba"
10.17974 -75.737128 "Ardea alba"
9.5833 -75.6667 "Ardea alba"
9.5833 -75.6667 "Ardea alba"
8.6667 -77.3667 "Ardea alba"
6.966806 -75.429117 "Ardea alba"
6.267 -74.533 "Ardea alba"
8.35 -75.1 "Ardea herodias"
11.0558 -73.3548 "Ardea herodias"
11.005915 -74.683398 "Ardea herodias"
12.539565 -81.706192 "Ardea herodias"
9.5833 -75.6667 "Ardea herodias"
10.17974 -75.737128 "Ardea herodias"
9.5833 -75.6667 "Ardea herodias"
6.2 -71.9333 "Pilherodius pileatus"
8.35 -75.1 "Pilherodius pileatus"
7.0302 -75.5905 "Pilherodius pileatus"
9.247451 -74.427503 "Pilherodius pileatus"
6.48886 -74.4739 "Pilherodius pileatus"
9.5833 -75.6667 "Pilherodius pileatus"
8.35 -75.1 "Pilherodius pileatus"
9.5833 -75.6667 "Pilherodius pileatus"
9.5833 -75.6667 "Egretta thula"
8.35 -75.1 "Egretta thula"
6.0 -77.35 "Egretta thula"
7.0625 -70.7981 "Egretta thula"
7.0625 -70.7981 "Egretta thula"
4.730469 -74.348623 "Egretta thula"
3.516647 -76.341293 "Egretta thula"
4.247303 -76.114683 "Egretta thula"
8.35 -75.1 "Egretta thula"
12.547282 -81.71096 "Egretta thula"
10.326877 -75.403892 "Egretta thula"
9.5833 -75.6667 "Egretta thula"
4.247303 -76.114683 "Egretta thula"
6.0 -77.35 "Egretta thula"
3.8927 -76.4975 "Egretta thula"
6.5166 -75.5 "Egretta thula"
8.35 -75.1 "Egretta thula"
9.5833 -75.6667 "Egretta thula"
8.35 -75.1 "Egretta thula"
9.5833 -75.6667 "Egretta thula"
9.5833 -75.6667 "Egretta thula"
4.5166 -74.45 "Egretta thula"
11.167716 -72.535299 "Egretta thula"
6.0167 -75.45 "Egretta caerulea"
8.35 -75.1 "Egretta caerulea"
8.35 -75.1 "Egretta caerulea"
10.938944 -74.730248 "Egretta caerulea"
6.0 -77.35 "Egretta caerulea"
8.35 -75.1 "Egretta caerulea"
5.975 -75.7083 "Egretta caerulea"
2.562833 -72.5666 "Egretta caerulea"
10.1233 -75.4217 "Egretta caerulea"
4.4666 -75.7833 "Egretta caerulea"
12.539565 -81.706192 "Egretta caerulea"
9.5833 -75.6667 "Egretta caerulea"
5.2525 -67.8661 "Egretta caerulea"
6.0 -77.35 "Egretta caerulea"
11.42821 -73.09122 "Egretta caerulea"
7.48476 -74.867996 "Egretta caerulea"
4.247303 -76.114683 "Egretta caerulea"
3.38 -74.04 "Egretta caerulea"
6.295622 -75.228251 "Egretta caerulea"
6.966806 -75.429117 "Egretta caerulea"
11.005915 -74.683398 "Egretta tricolor"
9.5833 -75.6667 "Egretta tricolor"
8.56735 -76.8177 "Egretta tricolor"
6.48886 -74.4739 "Egretta tricolor"
12.547282 -81.71096 "Egretta tricolor"
11.311238 -73.943964 "Egretta tricolor"
11.311238 -73.943964 "Egretta tricolor"
11.2666 -73.3833 "Egretta tricolor"
9.5833 -75.6667 "Egretta tricolor"
9.5833 -75.6667 "Egretta tricolor"
11.193811 -74.231246 "Egretta rufescens"
7.0625 -70.7981 "Syrigma sibilatrix"
6.9744 -71.0156 "Syrigma sibilatrix"
4.4666 -72.55 "Syrigma sibilatrix"
4.1666 -73.65 "Bubulcus ibis"
6.7166 -75.9 "Bubulcus ibis"
6.335 -75.5527 "Bubulcus ibis"
11.005915 -74.683398 "Bubulcus ibis"
8.35 -75.1 "Bubulcus ibis"
4.2833 -73.6 "Bubulcus ibis"
6.706389 -75.758889 "Bubulcus ibis"
4.403948 -76.15979 "Bubulcus ibis"
4.5558 -73.5406 "Bubulcus ibis"
6.8564 -75.8689 "Bubulcus ibis"
4.770775 -74.068955 "Bubulcus ibis"
6.54975 -75.75564 "Bubulcus ibis"
6.77417 -74.51783 "Bubulcus ibis"
4.683614 -74.011087 "Bubulcus ibis"
7.0625 -70.7981 "Bubulcus ibis"
5.34333 -76.2167 "Bubulcus ibis"
4.733481 -74.142728 "Bubulcus ibis"
5.60147 -75.462632 "Bubulcus ibis"
-0.59937 -72.398646 "Bubulcus ibis"
4.8 -75.9333 "Bubulcus ibis"
3.8927 -76.4975 "Bubulcus ibis"
2.562833 -72.5666 "Bubulcus ibis"
5.933616 -75.66684 "Bubulcus ibis"
6.966806 -75.429117 "Bubulcus ibis"
4.676556 -75.601308 "Bubulcus ibis"
6.48886 -74.4739 "Bubulcus ibis"
5.094503 -75.533589 "Bubulcus ibis"
8.35 -75.1 "Bubulcus ibis"
4.726833 -74.104 "Bubulcus ibis"
6.706389 -75.758889 "Bubulcus ibis"
4.758699 -75.541833 "Bubulcus ibis"
12.539565 -81.706192 "Bubulcus ibis"
6.1497 -75.2972 "Bubulcus ibis"
11.15 -74.1144 "Bubulcus ibis"
10.926145 -74.746574 "Bubulcus ibis"
3.869999 -76.389999 "Bubulcus ibis"
9.5833 -75.6667 "Bubulcus ibis"
4.936592 -75.736883 "Bubulcus ibis"
4.404496 -76.069695 "Bubulcus ibis"
6.495603 -75.302086 "Bubulcus ibis"
6.4706 -75.7331 "Bubulcus ibis"
11.5333 -72.88896 "Bubulcus ibis"
10.409072 -74.402529 "Bubulcus ibis"
7.48476 -74.867996 "Bubulcus ibis"
6.5706 -77.3667 "Bubulcus ibis"
9.5833 -75.6667 "Bubulcus ibis"
8.35 -75.1 "Bubulcus ibis"
4.310873 -72.073758 "Bubulcus ibis"
6.1833 -74.9833 "Bubulcus ibis"
6.295622 -75.228251 "Bubulcus ibis"
8.6667 -77.3667 "Bubulcus ibis"
9.5833 -75.6667 "Bubulcus ibis"
7.0419 -75.9558 "Bubulcus ibis"
5.9166 -75.6833 "Bubulcus ibis"
6.966806 -75.429117 "Bubulcus ibis"
4.9166 -74.1 "Ixobrychus exilis"
4.733481 -74.142728 "Ixobrychus exilis"
4.310873 -72.073758 "Botaurus pinnatus"
7.666667 -77.093123 "Agamia agami"
11.42821 -73.09122 "Phoenicopterus ruber"
4.1666 -73.65 "Platalea ajaja"
8.35 -75.1 "Platalea ajaja"
9.2333 -75.8167 "Platalea ajaja"
5.35 -72.3833 "Platalea ajaja"
11.2666 -73.3833 "Platalea ajaja"
9.5833 -75.6667 "Platalea ajaja"
9.5833 -75.6667 "Platalea ajaja"
4.1666 -73.65 "Theristicus caudatus"
4.4553 -75.7906 "Theristicus caudatus"
4.6333 -75.6833 "Theristicus caudatus"
3.35 -75.1833 "Theristicus caudatus"
8.35 -75.1 "Theristicus caudatus"
12.547282 -81.71096 "Plegadis falcinellus"
6.2 -71.9333 "Phimosus infuscatus"
11.005915 -74.683398 "Phimosus infuscatus"
6.77417 -74.51783 "Phimosus infuscatus"
9.247451 -74.427503 "Phimosus infuscatus"
5.975 -75.7083 "Phimosus infuscatus"
10.1233 -75.4217 "Phimosus infuscatus"
5.2525 -67.8661 "Phimosus infuscatus"
9.5833 -75.6667 "Phimosus infuscatus"
8.35 -75.1 "Phimosus infuscatus"
4.310873 -72.073758 "Phimosus infuscatus"
9.5833 -75.6667 "Phimosus infuscatus"
7.0625 -70.7981 "Eudocimus ruber"
11.42821 -73.09122 "Eudocimus ruber"
6.2 -71.9333 "Eudocimus albus"
10.25 -75.5833 "Eudocimus albus"
9.5833 -75.6667 "Eudocimus albus"
9.5833 -75.6667 "Eudocimus albus"
9.5833 -75.6667 "Eudocimus albus"
10.17974 -75.737128 "Eudocimus albus"
9.5833 -75.6667 "Eudocimus albus"
6.2 -71.9333 "Mesembrinibis cayennensis"
6.48886 -74.4739 "Mesembrinibis cayennensis"
5.35 -72.3833 "Mesembrinibis cayennensis"
10.767569 -75.202587 "Mesembrinibis cayennensis"
8.35 -75.1 "Mesembrinibis cayennensis"
9.5833 -75.6667 "Pelecanus occidentalis"
8.2831 -76.9667 "Pelecanus occidentalis"
1.8166 -78.7666 "Pelecanus occidentalis"
10.25 -75.5833 "Pelecanus occidentalis"
11.311238 -73.943964 "Pelecanus occidentalis"
12.547282 -81.71096 "Pelecanus occidentalis"
11.311238 -73.943964 "Pelecanus occidentalis"
7.666667 -77.093123 "Pelecanus occidentalis"
6.0 -77.35 "Pelecanus occidentalis"
11.2666 -73.3833 "Pelecanus occidentalis"
9.5833 -75.6667 "Pelecanus occidentalis"
10.17974 -75.737128 "Pelecanus occidentalis"
9.5833 -75.6667 "Pelecanus occidentalis"
9.5833 -75.6667 "Pelecanus occidentalis"
4.1666 -73.65 "Mycteria americana"
8.35 -75.1 "Mycteria americana"
8.35 -75.1 "Mycteria americana"
8.35 -75.1 "Mycteria americana"
9.5833 -75.6667 "Mycteria americana"
8.35 -75.1 "Mycteria americana"
8.35 -75.1 "Mycteria americana"
6.9742 -71.0156 "Jabiru mycteria"
11.005915 -74.683398 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
5.8667 -77.2997 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
12.539565 -81.706192 "Fregata magnificens"
12.539565 -81.706192 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
8.3666 -77.1 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
10.17974 -75.737128 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
8.6667 -77.3667 "Fregata magnificens"
9.5833 -75.6667 "Fregata magnificens"
2.962647 -78.197282 "Puffinus lherminieri"
2.562833 -72.5666 "Tyrannopsis sulphurea"
5.04 -76.0833 "Conopias albovittatus"
5.5833 -74.9167 "Conopias albovittatus"
5.9833 -75.6166 "Conopias parva"
9.5833 -75.6667 "Conopias parva"
7.4666 -74.9 "Myiodynastes chrysocephalus"
5.04 -76.0833 "Myiodynastes chrysocephalus"
1.1333 -76.2667 "Myiodynastes chrysocephalus"
5.34333 -76.2167 "Myiodynastes chrysocephalus"
4.2914 -74.33331 "Myiodynastes chrysocephalus"
5.094503 -75.533589 "Myiodynastes chrysocephalus"
6.1117 -75.7197 "Myiodynastes chrysocephalus"
5.094503 -75.533589 "Myiodynastes chrysocephalus"
6.3 -75.0666 "Myiodynastes chrysocephalus"
1.833 -77.9167 "Myiodynastes chrysocephalus"
10.795717 -73.634649 "Myiodynastes chrysocephalus"
6.16763 -75.13322 "Myiodynastes chrysocephalus"
4.679711 -75.8333 "Myiodynastes chrysocephalus"
6.295622 -75.228251 "Myiodynastes chrysocephalus"
6.1117 -75.7197 "Myiodynastes chrysocephalus"
6.325747 -75.522549 "Myiodynastes chrysocephalus"
5.926454 -75.676213 "Myiodynastes maculatus"
5.9166 -75.6833 "Myiodynastes maculatus"
5.933616 -75.66684 "Myiodynastes maculatus"
8.2831 -76.9667 "Myiodynastes maculatus"
8.3833 -77.1166 "Myiodynastes maculatus"
6.1833 -74.9833 "Myiodynastes maculatus"
6.1705 -75.5844 "Myiodynastes maculatus"
6.469824 -75.332517 "Myiodynastes maculatus"
8.0 -75.2098 "Myiodynastes maculatus"
6.469824 -75.332517 "Myiodynastes maculatus"
6.1258 -75.8489 "Myiodynastes maculatus"
6.9744 -71.0156 "Myiodynastes maculatus"
4.5167 -75.6333 "Myiodynastes maculatus"
6.48886 -74.4739 "Myiodynastes maculatus"
5.96731 -74.96328 "Myiodynastes maculatus"
